id;goal_id;goal;makedate;user_id;origin_id;origin;degree_id_1;degree_name_1;degree_origin_1;subject_id_1;subject_name_1;subject_origin_id_1;semester_1;degree_id_2;degree_name_2;degree_origin_2;subject_id_2;subject_name_2;subject_origin_id_2;semester_2;degree_id_3;degree_name_3;degree_origin_3;subject_id_3;subject_name_3;subject_origin_id_3;semester_3;degree_id_4;degree_name_4;degree_origin_4;subject_id_4;subject_name_4;subject_origin_id_4;semester_4;degree_id_5;degree_name_5;degree_origin_5;subject_id_5;subject_name_5;subject_origin_id_5;semester_5;social goals;communication and contact;volunteer work and idealism;career goals;grades;duration of studies;graduation;orientation;job opportunities;networking;status and wealth;safety;educational goals;knowledge;comprehension;competences;personal growth;scientific methods;concrete goals;practical experiences;going abroad;foreign languages;temporal scope;within this semester;within studies;beyond studies;private or professional;professional;private;other tags;nonsense;fun, happiness, satisfaction;S.M.A.R.T.;programming;too vague;sport
10;55;durch die freie Zeiteinteilung im Studium auch anderen Interessen nachgehen zu können;2019-02-08 11:37:13.984000+00:00;id: de.uos.studip, origin: 4e46bc31e6d7e10db29d9ef5c53d63df;4e46bc31e6d7e10db29d9ef5c53d63df;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;False;False
11;57;mehr Wissen sammeln, allgemein und fachspezifisch;2019-02-08 11:38:32.416000+00:00;id: de.uos.studip, origin: 4e46bc31e6d7e10db29d9ef5c53d63df;4e46bc31e6d7e10db29d9ef5c53d63df;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
12;58;Das Studium mir bestmöglich abzuschließen.;2019-02-08 11:47:30.866000+00:00;id: de.uos.studip, origin: 0705186f5f22fb839858964442cd31a4;0705186f5f22fb839858964442cd31a4;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
13;59;Weiterbildung in interessanten Teilgebieten meines Studiengangs;2019-02-08 11:52:13.763000+00:00;id: de.uos.studip, origin: f76a0e2b11aac300e1d4adda64e0f377;f76a0e2b11aac300e1d4adda64e0f377;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
14;61;Wissen und Fähigkeiten für praktische Erfahrungen wie Praktika und Jobs;2019-02-08 11:53:40.326000+00:00;id: de.uos.studip, origin: f76a0e2b11aac300e1d4adda64e0f377;f76a0e2b11aac300e1d4adda64e0f377;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
15;63;Nach Abschluss des Bachelors für einen Masterstudiengang qualifiziert sein.;2019-02-08 11:55:30.263000+00:00;id: de.uos.studip, origin: a0614d21d97e26757a7678ef0a7e1419;a0614d21d97e26757a7678ef0a7e1419;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;False
16;65;wissenschaftliches Arbeiten erlernen;2019-02-08 11:56:38.972000+00:00;id: de.uos.studip, origin: 0792df4b96cf4137144c607963f8fabd;0792df4b96cf4137144c607963f8fabd;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
17;66;fachübergreifende Anregungen;2019-02-08 11:58:05.761000+00:00;id: de.uos.studip, origin: 0792df4b96cf4137144c607963f8fabd;0792df4b96cf4137144c607963f8fabd;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
18;67;meine Englischkenntnisse vertiefen ;2019-02-08 11:59:45.849000+00:00;id: de.uos.studip, origin: 0792df4b96cf4137144c607963f8fabd;0792df4b96cf4137144c607963f8fabd;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
19;68;Menschen aus anderen Fachbereichen treffen ;2019-02-08 12:00:59.894000+00:00;id: de.uos.studip, origin: 0792df4b96cf4137144c607963f8fabd;0792df4b96cf4137144c607963f8fabd;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
20;69;andere Kulturen kennen lernen ;2019-02-08 12:02:01.096000+00:00;id: de.uos.studip, origin: 0792df4b96cf4137144c607963f8fabd;0792df4b96cf4137144c607963f8fabd;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
21;71;Auslandserfahrung sammeln ;2019-02-08 12:05:14.548000+00:00;id: de.uos.studip, origin: 0792df4b96cf4137144c607963f8fabd;0792df4b96cf4137144c607963f8fabd;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
22;72;Horizont erweitern;2019-02-08 12:08:51.923000+00:00;id: de.uos.studip, origin: 0792df4b96cf4137144c607963f8fabd;0792df4b96cf4137144c607963f8fabd;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
23;74;Kompetenzen erwerben, die mir in meiner Karriere nützlich sein können.;2019-02-08 12:16:18.180000+00:00;id: de.uos.studip, origin: a0614d21d97e26757a7678ef0a7e1419;a0614d21d97e26757a7678ef0a7e1419;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
24;75;Mein Wissen vergrößern;2019-02-08 12:45:44.940000+00:00;id: de.uos.studip, origin: e2992075610aae060aff079a6d08be93;e2992075610aae060aff079a6d08be93;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
25;77;Nicht für die Privatwirtschaft arbeiten müssen;2019-02-08 12:47:00.761000+00:00;id: de.uos.studip, origin: e2992075610aae060aff079a6d08be93;e2992075610aae060aff079a6d08be93;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
26;78;Meinen Interessen folgen zu können;2019-02-08 12:47:19.708000+00:00;id: de.uos.studip, origin: e2992075610aae060aff079a6d08be93;e2992075610aae060aff079a6d08be93;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
27;80;Hard skills;2019-02-08 12:49:00.941000+00:00;id: de.uos.studip, origin: 1eb9a72c05f070d956ea2dfa47f53777;1eb9a72c05f070d956ea2dfa47f53777;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
28;81;Zielstrebigkeit ;2019-02-08 12:50:11.161000+00:00;id: de.uos.studip, origin: 1eb9a72c05f070d956ea2dfa47f53777;1eb9a72c05f070d956ea2dfa47f53777;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
29;82;Selbstständigkeit;2019-02-08 12:50:41.240000+00:00;id: de.uos.studip, origin: 1eb9a72c05f070d956ea2dfa47f53777;1eb9a72c05f070d956ea2dfa47f53777;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
30;83;Unabhängiges denken;2019-02-08 12:51:05.763000+00:00;id: de.uos.studip, origin: 1eb9a72c05f070d956ea2dfa47f53777;1eb9a72c05f070d956ea2dfa47f53777;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
31;84;Mein Bachelorstudium abschließen.;2019-02-08 12:58:06.959000+00:00;id: de.uos.studip, origin: 20ef947577c132181cfafb7ded169fae;20ef947577c132181cfafb7ded169fae;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
32;85;Mein Masterstudium abschließen.;2019-02-08 12:58:30.844000+00:00;id: de.uos.studip, origin: 20ef947577c132181cfafb7ded169fae;20ef947577c132181cfafb7ded169fae;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
33;87;Einen Notendurchschnit von 2,3 im Bachelor.;2019-02-08 12:59:14.464000+00:00;id: de.uos.studip, origin: 20ef947577c132181cfafb7ded169fae;20ef947577c132181cfafb7ded169fae;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
34;88;Gute Noten (mind 2,3) in den Kursen, die mir Spaß machen.;2019-02-08 12:59:40.420000+00:00;id: de.uos.studip, origin: 20ef947577c132181cfafb7ded169fae;20ef947577c132181cfafb7ded169fae;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False
35;91;Lernen frei vor einer Gruppe zu sprechen.;2019-02-08 13:01:44.185000+00:00;id: de.uos.studip, origin: 20ef947577c132181cfafb7ded169fae;20ef947577c132181cfafb7ded169fae;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
36;92;Nervosität beim Sprechen einer Fremdsparche ablegen.;2019-02-08 13:02:11.033000+00:00;id: de.uos.studip, origin: 20ef947577c132181cfafb7ded169fae;20ef947577c132181cfafb7ded169fae;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
37;93;Wissenserweiterung;2019-02-08 13:02:22.367000+00:00;id: de.uos.studip, origin: 20ef947577c132181cfafb7ded169fae;20ef947577c132181cfafb7ded169fae;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
38;95;Wissen sammeln;2019-02-08 13:03:09.997000+00:00;id: de.uos.studip, origin: 7a20991d37e7997be756c19a116a8310;7a20991d37e7997be756c19a116a8310;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
39;96;Wortschatzerweiterung in Englisch;2019-02-08 13:03:53.704000+00:00;id: de.uos.studip, origin: 20ef947577c132181cfafb7ded169fae;20ef947577c132181cfafb7ded169fae;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
40;98;Eine gute Grundlage für mein späteres Berufsleben aufbauen;2019-02-08 13:05:05.110000+00:00;id: de.uos.studip, origin: 7a20991d37e7997be756c19a116a8310;7a20991d37e7997be756c19a116a8310;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
41;99;Gute Noten bekommen;2019-02-08 13:05:35.939000+00:00;id: de.uos.studip, origin: 7a20991d37e7997be756c19a116a8310;7a20991d37e7997be756c19a116a8310;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False
42;100;Herausfinden, was ich später machen will;2019-02-08 13:05:49.746000+00:00;id: de.uos.studip, origin: 7a20991d37e7997be756c19a116a8310;7a20991d37e7997be756c19a116a8310;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False
43;101;Programmieren lernen;2019-02-08 13:06:53.958000+00:00;id: de.uos.studip, origin: db104608de10c46e89c8fb580b057478;db104608de10c46e89c8fb580b057478;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
44;103;Wissenschaftliches Arbeiten lernen;2019-02-08 13:10:07.388000+00:00;id: de.uos.studip, origin: db104608de10c46e89c8fb580b057478;db104608de10c46e89c8fb580b057478;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
45;105;Sprachen lernen;2019-02-08 13:20:28.571000+00:00;id: de.uos.studip, origin: a5f6af708820c1beb2b7f1837107b03a;a5f6af708820c1beb2b7f1837107b03a;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
46;106;einen Einblick in die Organisation von Institutionen wie meiner Universität bekommen;2019-02-08 13:21:10.114000+00:00;id: de.uos.studip, origin: a5f6af708820c1beb2b7f1837107b03a;a5f6af708820c1beb2b7f1837107b03a;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
47;107;Forschung verstehen und Forschungsmethodik reflektieren;2019-02-08 13:22:12.688000+00:00;id: de.uos.studip, origin: a5f6af708820c1beb2b7f1837107b03a;a5f6af708820c1beb2b7f1837107b03a;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
48;109;mich weiterentwickeln;2019-02-08 13:22:45.041000+00:00;id: de.uos.studip, origin: a5f6af708820c1beb2b7f1837107b03a;a5f6af708820c1beb2b7f1837107b03a;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
49;110;interessante Themen diskutieren;2019-02-08 13:23:20.268000+00:00;id: de.uos.studip, origin: a5f6af708820c1beb2b7f1837107b03a;a5f6af708820c1beb2b7f1837107b03a;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
50;112;meine Argumentationsfähigkeiten verbessern;2019-02-08 13:25:06.046000+00:00;id: de.uos.studip, origin: a5f6af708820c1beb2b7f1837107b03a;a5f6af708820c1beb2b7f1837107b03a;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
51;113;mein logisches Denken schulen;2019-02-08 13:25:19.022000+00:00;id: de.uos.studip, origin: a5f6af708820c1beb2b7f1837107b03a;a5f6af708820c1beb2b7f1837107b03a;de.uos.studip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
52;117;>2 Programmiersprachen lernen.;2019-02-08 14:04:42.303000+00:00;id: de.uos.studip, origin: e51ea92930b52e9f52fe5cf2cf2a8c2a;e51ea92930b52e9f52fe5cf2cf2a8c2a;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
53;118;Kontakte in verschiedene Branchen knüpfen.;2019-02-08 14:06:03.691000+00:00;id: de.uos.studip, origin: e51ea92930b52e9f52fe5cf2cf2a8c2a;e51ea92930b52e9f52fe5cf2cf2a8c2a;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
54;119;Im Schlaflabor arbeiten.;2019-02-08 14:06:13.196000+00:00;id: de.uos.studip, origin: e51ea92930b52e9f52fe5cf2cf2a8c2a;e51ea92930b52e9f52fe5cf2cf2a8c2a;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;False
